t,phase,travel,speed,swingDeg,boomDeg,stickDeg,bucketDeg,payloadKg,rollDeg,tipMargin,hydC,personRight,personFwd,personWalking,personDist,seatbelt,eyesClosed,jawOpen,camYawn,camDrowsy,cfSpeed,cfSwingDeg,cfTipMargin,cfPersonDist,cfClearance
4.458,hazard,0,0,66.448,28.062,20,35,1900,0,1.949,86.46,6.062,-4.244,0,7.4,1,0.11,0.08,0,0,0,66.448,1.95,7.4,6.261
4.467,hazard,0,0,66.131,28.045,20,35,1900,0,1.946,86.426,6.062,-4.244,0,7.4,1,0.09,0.074,0,0,0,66.131,1.95,7.4,6.298
4.475,hazard,0,0,65.815,28.027,20,35,1900,0,1.949,86.366,6.062,-4.244,0,7.4,1,0.116,0.057,0,0,0,65.815,1.95,7.4,6.335
4.483,hazard,0,0,65.498,28.01,20,35,1900,0,1.948,86.47,6.062,-4.244,0,7.4,1,0.094,0.071,0,0,0,65.498,1.95,7.4,6.372
4.492,hazard,0,0,65.181,27.992,20,35,1900,0,1.954,86.304,6.062,-4.244,0,7.4,1,0.116,0.056,0,0,0,65.181,1.95,7.4,6.409
4.5,hazard,0,0,64.865,27.975,20,35,1900,0,1.949,86.47,6.062,-4.244,0,7.4,1,0.097,0.063,0,0,0,64.865,1.95,7.4,6.447
4.508,hazard,0,0,64.548,27.957,20,35,1900,0,1.946,86.504,6.062,-4.244,0,7.4,1,0.099,0.06,0,0,0,64.548,1.95,7.4,6.484
4.517,hazard,0,0,64.231,27.94,20,35,1900,0,1.95,86.362,6.062,-4.244,0,7.4,1,0.111,0.054,0,0,0,64.231,1.95,7.4,6.521
4.525,hazard,0,0,63.915,27.922,20,35,1900,0,1.946,86.45,6.062,-4.244,0,7.4,1,0.095,0.061,0,0,0,63.915,1.95,7.4,6.558
4.533,hazard,0,0,63.598,27.905,20,35,1900,0,1.947,86.295,6.062,-4.244,0,7.4,1,0.084,0.076,0,0,0,63.598,1.95,7.4,6.594
4.542,hazard,0,0,63.281,27.887,20,35,1900,0,1.946,86.298,6.062,-4.244,0,7.4,1,0.112,0.065,0,0,0,63.281,1.95,7.4,6.631
4.55,hazard,0,0,62.965,27.87,20,35,1900,0,1.948,86.331,6.062,-4.244,0,7.4,1,0.106,0.057,0,0,0,62.965,1.95,7.4,6.668
4.558,hazard,0,0,62.648,27.852,20,35,1900,0,1.95,86.321,6.062,-4.244,0,7.4,1,0.098,0.075,0,0,0,62.648,1.95,7.4,6.705
4.567,hazard,0,0,62.331,27.835,20,35,1900,0,1.951,86.329,6.062,-4.244,0,7.4,1,0.087,0.055,0,0,0,62.331,1.95,7.4,6.741
4.575,hazard,0,0,62.015,27.817,20,35,1900,0,1.946,86.224,6.062,-4.244,0,7.4,1,0.083,0.063,0,0,0,62.015,1.95,7.4,6.778
4.583,hazard,0,0,61.698,27.8,20,35,1900,0,1.953,86.343,6.062,-4.244,0,7.4,1,0.117,0.07,0,0,0,61.698,1.95,7.4,6.814
4.592,hazard,0,0,61.381,27.782,20,35,1900,0,1.948,86.362,6.062,-4.244,0,7.4,1,0.086,0.07,0,0,0,61.381,1.95,7.4,6.851
4.6,hazard,0,0,61.065,27.765,20,35,1900,0,1.95,86.241,6.062,-4.244,0,7.4,1,0.087,0.074,0,0,0,61.065,1.95,7.4,6.887
4.608,hazard,0,0,60.748,27.748,20,35,1900,0,1.947,86.433,6.062,-4.244,0,7.4,1,0.089,0.069,0,0,0,60.748,1.95,7.4,6.923
4.617,hazard,0,0,60.431,27.73,20,35,1900,0,1.95,86.397,6.062,-4.244,0,7.4,1,0.084,0.076,0,0,0,60.431,1.95,7.4,6.96
4.625,hazard,0,0,60.115,27.713,20,35,1900,0,1.95,86.368,6.062,-4.244,0,7.4,1,0.1,0.052,0,0,0,60.115,1.95,7.4,6.996
4.633,hazard,0,0,59.798,27.695,20,35,1900,0,1.947,86.287,6.062,-4.244,0,7.4,1,0.086,0.067,0,0,0,59.798,1.95,7.4,7.032
4.642,hazard,0,0,59.481,27.678,20,35,1900,0,1.946,86.512,6.062,-4.244,0,7.4,1,0.106,0.06,0,0,0,59.481,1.95,7.4,7.068
4.65,hazard,0,0,59.165,27.661,20,35,1900,0,1.947,86.494,6.062,-4.244,0,7.4,1,0.081,0.059,0,0,0,59.165,1.95,7.4,7.104
4.658,hazard,0,0,58.848,27.643,20,35,1900,0,1.95,86.264,6.062,-4.244,0,7.4,1,0.082,0.075,0,0,0,58.848,1.95,7.4,7.14
4.667,hazard,0,0,58.531,27.626,20,35,1900,0,1.951,86.425,6.062,-4.244,0,7.4,1,0.106,0.052,0,0,0,58.531,1.95,7.4,7.176
4.675,hazard,0,0,58.215,27.608,20,35,1900,0,1.952,86.324,6.062,-4.244,0,7.4,1,0.095,0.068,0,0,0,58.215,1.95,7.4,7.212
4.683,hazard,0,0,57.898,27.591,20,35,1900,0,1.952,86.355,6.062,-4.244,0,7.4,1,0.097,0.072,0,0,0,57.898,1.95,7.4,7.248
4.692,hazard,0,0,57.581,27.574,20,35,1900,0,1.954,86.425,6.062,-4.244,0,7.4,1,0.099,0.058,0,0,0,57.581,1.95,7.4,7.283
4.7,hazard,0,0,57.265,27.556,20,35,1900,0,1.946,86.518,6.062,-4.244,0,7.4,1,0.105,0.058,0,0,0,57.265,1.95,7.4,7.319
4.708,hazard,0,0,56.948,27.539,20,35,1900,0,1.954,86.442,6.062,-4.244,0,7.4,1,0.082,0.078,0,0,0,56.948,1.95,7.4,7.354
4.717,hazard,0,0,56.631,27.522,20,35,1900,0,1.946,86.249,6.062,-4.244,0,7.4,1,0.11,0.058,0,0,0,56.631,1.95,7.4,7.39
4.725,hazard,0,0,56.315,27.505,20,35,1900,0,1.946,86.4,6.062,-4.244,0,7.4,1,0.092,0.061,0,0,0,56.315,1.95,7.4,7.425
4.733,hazard,0,0,55.998,27.487,20,35,1900,0,1.948,86.364,6.062,-4.244,0,7.4,1,0.085,0.051,0,0,0,55.998,1.95,7.4,7.461
4.742,hazard,0,0,55.681,27.47,20,35,1900,0,1.945,86.287,6.062,-4.244,0,7.4,1,0.107,0.074,0,0,0,55.681,1.95,7.4,7.496
4.75,hazard,0,0,55.365,27.453,20,35,1900,0,1.952,86.255,6.062,-4.244,0,7.4,1,0.082,0.056,0,0,0,55.365,1.95,7.4,7.531
4.758,hazard,0,0,55.048,27.436,20,35,1900,0,1.954,86.37,6.062,-4.244,0,7.4,1,0.108,0.076,0,0,0,55.048,1.95,7.4,7.566
4.767,hazard,0,0,54.731,27.418,20,35,1900,0,1.947,86.438,6.062,-4.244,0,7.4,1,0.11,0.063,0,0,0,54.731,1.95,7.4,7.602
4.775,hazard,0,0,54.415,27.401,20,35,1900,0,1.946,86.349,6.062,-4.244,0,7.4,1,0.084,0.052,0,0,0,54.415,1.95,7.4,7.637
4.783,hazard,0,0,54.098,27.384,20,35,1900,0,1.947,86.418,6.062,-4.244,0,7.4,1,0.113,0.072,0,0,0,54.098,1.95,7.4,7.672
4.792,hazard,0,0,53.781,27.367,20,35,1900,0,1.951,86.487,6.062,-4.244,0,7.4,1,0.102,0.075,0,0,0,53.781,1.95,7.4,7.706
4.8,hazard,0,0,53.465,27.35,20,35,1900,0,1.951,86.528,6.062,-4.244,0,7.4,1,0.092,0.08,0,0,0,53.465,1.95,7.4,7.741
4.808,hazard,0,0,53.148,27.333,20,35,1900,0,1.951,86.483,6.062,-4.244,0,7.4,1,0.117,0.072,0,0,0,53.148,1.95,7.4,7.776
4.817,hazard,0,0,52.831,27.316,20,35,1900,0,1.948,86.514,6.062,-4.244,0,7.4,1,0.107,0.057,0,0,0,52.831,1.95,7.4,7.811
4.825,hazard,0,0,52.515,27.299,20,35,1900,0,1.947,86.525,6.062,-4.244,0,7.4,1,0.119,0.068,0,0,0,52.515,1.95,7.4,7.845
4.833,hazard,0,0,52.198,27.282,20,35,1900,0,1.955,86.423,6.062,-4.244,0,7.4,1,0.111,0.061,0,0,0,52.198,1.95,7.4,7.88
4.842,hazard,0,0,51.881,27.265,20,35,1900,0,1.952,86.325,6.062,-4.244,0,7.4,1,0.096,0.062,0,0,0,51.881,1.95,7.4,7.914
4.85,hazard,0,0,51.565,27.248,20,35,1900,0,1.95,86.263,6.062,-4.244,0,7.4,1,0.104,0.06,0,0,0,51.565,1.95,7.4,7.949
4.858,hazard,0,0,51.248,27.231,20,35,1900,0,1.947,86.448,6.062,-4.244,0,7.4,1,0.081,0.077,0,0,0,51.248,1.95,7.4,7.983
4.867,hazard,0,0,50.931,27.214,20,35,1900,0,1.95,86.409,6.062,-4.244,0,7.4,1,0.102,0.073,0,0,0,50.931,1.95,7.4,8.017
4.875,hazard,0,0,50.615,27.197,20,35,1900,0,1.951,86.34,6.062,-4.244,0,7.4,1,0.112,0.056,0,0,0,50.615,1.95,7.4,8.052
4.883,hazard,0,0,50.298,27.18,20,35,1900,0,1.951,86.516,6.062,-4.244,0,7.4,1,0.099,0.058,0,0,0,50.298,1.95,7.4,8.086
4.892,hazard,0,0,49.981,27.164,20,35,1900,0,1.953,86.269,6.062,-4.244,0,7.4,1,0.108,0.064,0,0,0,49.981,1.95,7.4,8.12
4.9,hazard,0,0,49.665,27.147,20,35,1900,0,1.955,86.542,6.062,-4.244,0,7.4,1,0.1,0.066,0,0,0,49.665,1.95,7.4,8.154
4.908,hazard,0,0,49.348,27.13,20,35,1900,0,1.951,86.507,6.062,-4.244,0,7.4,1,0.09,0.073,0,0,0,49.348,1.95,7.4,8.188
4.917,hazard,0,0,49.031,27.113,20,35,1900,0,1.946,86.312,6.062,-4.244,0,7.4,1,0.102,0.058,0,0,0,49.031,1.95,7.4,8.222
4.925,hazard,0,0,48.715,27.097,20,35,1900,0,1.954,86.515,6.062,-4.244,0,7.4,1,0.101,0.077,0,0,0,48.715,1.95,7.4,8.255
4.933,hazard,0,0,48.398,27.08,20,35,1900,0,1.946,86.314,6.062,-4.244,0,7.4,1,0.082,0.064,0,0,0,48.398,1.95,7.4,8.289
4.942,hazard,0,0,48.081,27.063,20,35,1900,0,1.947,86.407,6.062,-4.244,0,7.4,1,0.11,0.077,0,0,0,48.081,1.95,7.4,8.323
4.95,hazard,0,0,47.765,27.047,20,35,1900,0,1.954,86.4,6.062,-4.244,0,7.4,1,0.099,0.051,0,0,0,47.765,1.95,7.4,8.356
4.958,hazard,0,0,47.448,27.03,20,35,1900,0,1.949,86.419,6.062,-4.244,0,7.4,1,0.107,0.062,0,0,0,47.448,1.95,7.4,8.39
4.967,hazard,0,0,47.131,27.013,20,35,1900,0,1.95,86.405,6.062,-4.244,0,7.4,1,0.103,0.052,0,0,0,47.131,1.95,7.4,8.423
4.975,hazard,0,0,46.815,26.997,20,35,1900,0,1.947,86.54,6.062,-4.244,0,7.4,1,0.094,0.054,0,0,0,46.815,1.95,7.4,8.457
4.983,hazard,0,0,46.498,26.98,20,35,1900,0,1.95,86.486,6.062,-4.244,0,7.4,1,0.106,0.059,0,0,0,46.498,1.95,7.4,8.49
4.992,hazard,0,0,46.181,26.964,20,35,1900,0,1.951,86.252,6.062,-4.244,0,7.4,1,0.098,0.062,0,0,0,46.181,1.95,7.4,8.523
5,hazard,0,0,45.865,26.948,20,35,1900,0,1.954,86.426,6.062,-4.244,0,7.4,1,0.085,0.055,0,0,0,45.865,1.95,7.4,8.556
5.008,hazard,0,0,45.548,26.931,20,35,1900,0,1.948,86.324,6.062,-4.244,0,7.4,1,0.1,0.071,0,0,0,45.548,1.95,7.4,8.589
5.017,hazard,0,0,45.231,26.915,20,35,1900,0,1.949,86.51,6.062,-4.244,0,7.4,1,0.104,0.071,0,0,0,45.231,1.95,7.4,8.622
5.025,hazard,0,0,44.915,26.899,20,35,1900,0,1.952,86.507,6.062,-4.244,0,7.4,1,0.084,0.075,0,0,0,44.915,1.95,7.4,8.655
5.033,hazard,0,0,44.598,26.882,20,35,1900,0,1.95,86.398,6.062,-4.244,0,7.4,1,0.11,0.066,0,0,0,44.598,1.95,7.4,8.688
5.042,hazard,0,0,44.281,26.866,20,35,1900,0,1.95,86.267,6.062,-4.244,0,7.4,1,0.112,0.063,0,0,0,44.281,1.95,7.4,8.721
5.05,hazard,0,0,43.965,26.85,20,35,1900,0,1.951,86.367,6.062,-4.244,0,7.4,1,0.081,0.059,0,0,0,43.965,1.95,7.4,8.753
5.058,hazard,0,0,43.648,26.834,20,35,1900,0,1.945,86.343,6.062,-4.244,0,7.4,1,0.082,0.054,0,0,0,43.648,1.95,7.4,8.786
5.067,hazard,0,0,43.331,26.818,20,35,1900,0,1.953,86.398,6.062,-4.244,0,7.4,1,0.102,0.066,0,0,0,43.331,1.95,7.4,8.818
5.075,hazard,0,0,43.015,26.802,20,35,1900,0,1.951,86.371,6.062,-4.244,0,7.4,1,0.095,0.079,0,0,0,43.015,1.95,7.4,8.851
5.083,hazard,0,0,42.698,26.786,20,35,1900,0,1.949,86.32,6.062,-4.244,0,7.4,1,0.097,0.08,0,0,0,42.698,1.95,7.4,8.883
5.092,hazard,0,0,42.381,26.77,20,35,1900,0,1.953,86.327,6.062,-4.244,0,7.4,1,0.096,0.052,0,0,0,42.381,1.95,7.4,8.915
5.1,hazard,0,0,42.065,26.754,20,35,1900,0,1.951,86.384,6.062,-4.244,0,7.4,1,0.102,0.071,0,0,0,42.065,1.95,7.4,8.948
5.108,hazard,0,0,41.748,26.738,20,35,1900,0,1.952,86.28,6.062,-4.244,0,7.4,1,0.108,0.057,0,0,0,41.748,1.95,7.4,8.98
5.117,hazard,0,0,41.431,26.722,20,35,1900,0,1.953,86.438,6.062,-4.244,0,7.4,1,0.114,0.076,0,0,0,41.431,1.95,7.4,9.012
5.125,hazard,0,0,41.115,26.706,20,35,1900,0,1.949,86.447,6.062,-4.244,0,7.4,1,0.111,0.079,0,0,0,41.115,1.95,7.4,9.044
5.133,hazard,0,0,40.798,26.69,20,35,1900,0,1.955,86.299,6.062,-4.244,0,7.4,1,0.096,0.057,0,0,0,40.798,1.95,7.4,9.076
5.142,hazard,0,0,40.481,26.675,20,35,1900,0,1.953,86.304,6.062,-4.244,0,7.4,1,0.105,0.051,0,0,0,40.481,1.95,7.4,9.108
5.15,hazard,0,0,40.165,26.659,20,35,1900,0,1.946,86.479,6.062,-4.244,0,7.4,1,0.099,0.05,0,0,0,40.165,1.95,7.4,9.139
5.158,hazard,0,0,39.848,26.643,20,35,1900,0,1.952,86.482,6.062,-4.244,0,7.4,1,0.093,0.069,0,0,0,39.848,1.95,7.4,9.171
5.167,hazard,0,0,39.531,26.628,20,35,1900,0,1.952,86.461,6.062,-4.244,0,7.4,1,0.119,0.072,0,0,0,39.531,1.95,7.4,9.202
5.175,hazard,0,0,39.215,26.612,20,35,1900,0,1.95,86.514,6.062,-4.244,0,7.4,1,0.082,0.08,0,0,0,39.215,1.95,7.4,9.234
5.183,hazard,0,0,38.898,26.597,20,35,1900,0,1.952,86.36,6.062,-4.244,0,7.4,1,0.119,0.053,0,0,0,38.898,1.95,7.4,9.265
5.192,hazard,0,0,38.581,26.581,20,35,1900,0,1.952,86.526,6.062,-4.244,0,7.4,1,0.115,0.05,0,0,0,38.581,1.95,7.4,9.297
5.2,hazard,0,0,38.265,26.566,20,35,1900,0,1.954,86.328,6.062,-4.244,0,7.4,1,0.092,0.071,0,0,0,38.265,1.95,7.4,9.328
5.208,hazard,0,0,37.948,26.551,20,35,1900,0,1.952,86.463,6.062,-4.244,0,7.4,1,0.116,0.056,0,0,0,37.948,1.95,7.4,9.359
5.217,hazard,0,0,37.631,26.535,20,35,1900,0,1.951,86.377,6.062,-4.244,0,7.4,1,0.117,0.065,0,0,0,37.631,1.95,7.4,9.39
5.225,hazard,0,0,37.315,26.52,20,35,1900,0,1.949,86.497,6.062,-4.244,0,7.4,1,0.098,0.054,0,0,0,37.315,1.95,7.4,9.421
5.233,hazard,0,0,36.998,26.505,20,35,1900,0,1.954,86.403,6.062,-4.244,0,7.4,1,0.1,0.053,0,0,0,36.998,1.95,7.4,9.452
5.242,hazard,0,0,36.681,26.49,20,35,1900,0,1.954,86.365,6.062,-4.244,0,7.4,1,0.113,0.075,0,0,0,36.681,1.95,7.4,9.483
5.25,hazard,0,0,36.365,26.475,20,35,1900,0,1.948,86.488,6.062,-4.244,0,7.4,1,0.107,0.076,0,0,0,36.365,1.95,7.4,9.514
5.258,hazard,0,0,36.048,26.46,20,35,1900,0,1.945,86.516,6.062,-4.244,0,7.4,1,0.098,0.062,0,0,0,36.048,1.95,7.4,9.544
5.267,hazard,0,0,35.731,26.445,20,35,1900,0,1.947,86.4,6.062,-4.244,0,7.4,1,0.11,0.062,0,0,0,35.731,1.95,7.4,9.575
5.275,hazard,0,0,35.415,26.43,20,35,1900,0,1.946,86.391,6.062,-4.244,0,7.4,1,0.113,0.074,0,0,0,35.415,1.95,7.4,9.606
5.283,hazard,0,0,35.098,26.415,20,35,1900,0,1.954,86.486,6.062,-4.244,0,7.4,1,0.096,0.055,0,0,0,35.098,1.95,7.4,9.636
5.292,hazard,0,0,34.781,26.4,20,35,1900,0,1.946,86.31,6.062,-4.244,0,7.4,1,0.1,0.056,0,0,0,34.781,1.95,7.4,9.666
5.3,hazard,0,0,34.465,26.385,20,35,1900,0,1.946,86.443,6.062,-4.244,0,7.4,1,0.112,0.064,0,0,0,34.465,1.95,7.4,9.697
5.308,hazard,0,0,34.148,26.37,20,35,1900,0,1.95,86.339,6.062,-4.244,0,7.4,1,0.093,0.054,0,0,0,34.148,1.95,7.4,9.727
5.317,hazard,0,0,33.831,26.356,20,35,1900,0,1.949,86.537,6.062,-4.244,0,7.4,1,0.12,0.068,0,0,0,33.831,1.95,7.4,9.757
5.325,hazard,0,0,33.515,26.341,20,35,1900,0,1.947,86.369,6.062,-4.244,0,7.4,1,0.084,0.07,0,0,0,33.515,1.95,7.4,9.787
5.333,hazard,0,0,33.198,26.327,20,35,1900,0,1.949,86.457,6.062,-4.244,0,7.4,1,0.094,0.063,0,0,0,33.198,1.95,7.4,9.817
5.342,hazard,0,0,32.881,26.312,20,35,1900,0,1.951,86.508,6.062,-4.244,0,7.4,1,0.116,0.073,0,0,0,32.881,1.95,7.4,9.847
5.35,hazard,0,0,32.565,26.298,20,35,1900,0,1.946,86.503,6.062,-4.244,0,7.4,1,0.096,0.068,0,0,0,32.565,1.95,7.4,9.876
5.358,hazard,0,0,32.248,26.283,20,35,1900,0,1.952,86.488,6.062,-4.244,0,7.4,1,0.107,0.07,0,0,0,32.248,1.95,7.4,9.906
5.367,hazard,0,0,31.931,26.269,20,35,1900,0,1.952,86.484,6.062,-4.244,0,7.4,1,0.109,0.056,0,0,0,31.931,1.95,7.4,9.936
5.375,hazard,0,0,31.615,26.255,20,35,1900,0,1.955,86.358,6.062,-4.244,0,7.4,1,0.119,0.064,0,0,0,31.615,1.95,7.4,9.965
5.383,hazard,0,0,31.298,26.24,20,35,1900,0,1.947,86.374,6.062,-4.244,0,7.4,1,0.097,0.075,0,0,0,31.298,1.95,7.4,9.995
5.392,hazard,0,0,30.981,26.226,20,35,1900,0,1.951,86.492,6.062,-4.244,0,7.4,1,0.091,0.065,0,0,0,30.981,1.95,7.4,10.024
5.4,hazard,0,0,30.665,26.212,20,35,1900,0,1.948,86.382,6.062,-4.244,0,7.4,1,0.101,0.073,0,0,0,30.665,1.95,7.4,10.053
5.408,hazard,0,0,30.348,26.198,20,35,1900,0,1.946,86.541,6.062,-4.244,0,7.4,1,0.098,0.078,0,0,0,30.348,1.95,7.4,10.082
5.417,hazard,0,0,30.031,26.184,20,35,1900,0,1.947,86.357,6.062,-4.244,0,7.4,1,0.116,0.057,0,0,0,30.031,1.95,7.4,10.111
5.425,hazard,0,0,29.715,26.17,20,35,1900,0,1.952,86.465,6.062,-4.244,0,7.4,1,0.103,0.082,0,0,0,29.715,1.95,7.4,10.14
5.433,hazard,0,0,29.398,26.157,20,35,1900,0,1.95,86.375,6.062,-4.244,0,7.4,1,0.114,0.09,0,0,0,29.398,1.95,7.4,10.169
5.442,hazard,0,0,29.081,26.143,20,35,1900,0,1.954,86.453,6.062,-4.244,0,7.4,1,0.093,0.081,0,0,0,29.081,1.95,7.4,10.198
5.45,hazard,0,0,28.765,26.129,20,35,1900,0,1.947,86.372,6.062,-4.244,0,7.4,1,0.097,0.076,0,0,0,28.765,1.95,7.4,10.227
5.458,hazard,0,0,28.448,26.115,20,35,1900,0,1.953,86.399,6.062,-4.244,0,7.4,1,0.092,0.105,0,0,0,28.448,1.95,7.4,10.255
5.467,hazard,0,0,28.131,26.102,20,35,1900,0,1.951,86.36,6.062,-4.244,0,7.4,1,0.093,0.101,0,0,0,28.131,1.95,7.4,10.284
5.475,hazard,0,0,27.815,26.088,20,35,1900,0,1.952,86.385,6.062,-4.244,0,7.4,1,0.112,0.109,0,0,0,27.815,1.95,7.4,10.312
5.483,hazard,0,0,27.498,26.075,20,35,1900,0,1.953,86.443,6.062,-4.244,0,7.4,1,0.099,0.137,0,0,0,27.498,1.95,7.4,10.341
5.492,hazard,0,0,27.181,26.061,20,35,1900,0,1.95,86.321,6.062,-4.244,0,7.4,1,0.097,0.139,0,0,0,27.181,1.95,7.4,10.369
5.5,hazard,0,0,26.865,26.048,20,35,1900,0,1.953,86.412,6.062,-4.244,0,7.4,1,0.099,0.159,0,0,0,26.865,1.95,7.4,10.397
5.508,hazard,0,0,26.548,26.035,20,35,1900,0,1.947,86.538,6.062,-4.244,0,7.4,1,0.088,0.152,0,0,0,26.548,1.95,7.4,10.425
5.517,hazard,0,0,26.231,26.022,20,35,1900,0,1.947,86.478,6.062,-4.244,0,7.4,1,0.11,0.186,0,0,0,26.231,1.95,7.4,10.453
5.525,hazard,0,0,25.915,26.009,20,35,1900,0,1.951,86.35,6.062,-4.244,0,7.4,1,0.112,0.186,0,0,0,25.915,1.95,7.4,10.481
5.533,hazard,0,0,25.598,25.996,20,35,1900,0,1.952,86.511,6.062,-4.244,0,7.4,1,0.109,0.219,0,0,0,25.598,1.95,7.4,10.509
5.542,hazard,0,0,25.281,25.983,20,35,1900,0,1.945,86.373,6.062,-4.244,0,7.4,1,0.089,0.226,0,0,0,25.281,1.95,7.4,10.537
5.55,hazard,0,0,24.965,25.97,20,35,1900,0,1.949,86.435,6.062,-4.244,0,7.4,1,0.1,0.256,0,0,0,24.965,1.95,7.4,10.564
5.558,hazard,0,0,24.648,25.957,20,35,1900,0,1.951,86.323,6.062,-4.244,0,7.4,1,0.097,0.254,0,0,0,24.648,1.95,7.4,10.592
5.567,hazard,0,0,24.331,25.944,20,35,1900,0,1.955,86.438,6.062,-4.244,0,7.4,1,0.086,0.292,0,0,0,24.331,1.95,7.4,10.619
5.575,hazard,0,0,24.015,25.931,20,35,1900,0,1.951,86.428,6.062,-4.244,0,7.4,1,0.1,0.288,0,0,0,24.015,1.95,7.4,10.647
5.583,hazard,0,0,23.698,25.919,20,35,1900,0,1.946,86.335,6.062,-4.244,0,7.4,1,0.088,0.322,0,0,0,23.698,1.95,7.4,10.674
5.592,hazard,0,0,23.381,25.906,20,35,1900,0,1.946,86.472,6.062,-4.244,0,7.4,1,0.1,0.325,0,0,0,23.381,1.95,7.4,10.701
5.6,hazard,0,0,23.065,25.894,20,35,1900,0,1.952,86.404,6.062,-4.244,0,7.4,1,0.103,0.347,0,0,0,23.065,1.95,7.4,10.728
5.608,hazard,0,0,22.748,25.881,20,35,1900,0,1.946,86.453,6.062,-4.244,0,7.4,1,0.112,0.382,0,0,0,22.748,1.95,7.4,10.755
5.617,hazard,0,0,22.431,25.869,20,35,1900,0,1.945,86.44,6.062,-4.244,0,7.4,1,0.116,0.394,0,0,0,22.431,1.95,7.4,10.782
5.625,hazard,0,0,22.115,25.857,20,35,1900,0,1.946,86.301,6.062,-4.244,0,7.4,1,0.092,0.42,0,0,0,22.115,1.95,7.4,10.809
5.633,hazard,0,0,21.798,25.844,20,35,1900,0,1.953,86.339,6.062,-4.244,0,7.4,1,0.084,0.427,0,0,0,21.798,1.95,7.4,10.836
5.642,hazard,0,0,21.481,25.832,20,35,1900,0,1.955,86.396,6.062,-4.244,0,7.4,1,0.103,0.455,0,0,0,21.481,1.95,7.4,10.863
5.65,hazard,0,0,21.165,25.82,20,35,1900,0,1.95,86.428,6.062,-4.244,0,7.4,1,0.081,0.476,0,0,0,21.165,1.95,7.4,10.889
5.658,hazard,0,0,20.848,25.808,20,35,1900,0,1.951,86.547,6.062,-4.244,0,7.4,1,0.102,0.498,0,0,0,20.848,1.95,7.4,10.916
5.667,hazard,0,0,20.531,25.796,20,35,1900,0,1.949,86.558,6.062,-4.244,0,7.4,1,0.108,0.503,0,0,0,20.531,1.95,7.4,10.942
5.675,hazard,0,0,20.215,25.784,20,35,1900,0,1.952,86.599,6.062,-4.244,0,7.4,1,0.115,0.541,0,0,0,20.215,1.95,7.4,10.968
5.683,hazard,0,0,19.898,25.773,20,35,1900,0,1.945,86.499,6.062,-4.244,0,7.4,1,0.086,0.548,0,0,0,19.898,1.95,7.4,10.994
5.692,hazard,0,0,19.581,25.761,20,35,1900,0,1.951,86.391,6.062,-4.244,0,7.4,1,0.09,0.592,0,0,0,19.581,1.95,7.4,11.02
5.7,hazard,0,0,19.265,25.749,20,35,1900,0,1.951,86.569,6.062,-4.244,0,7.4,1,0.101,0.582,0,0,0,19.265,1.95,7.4,11.046
5.708,hazard,0,0,18.948,25.738,20,35,1900,0,1.945,86.496,6.062,-4.244,0,7.4,1,0.093,0.626,0,0,0,18.948,1.95,7.4,11.072
5.717,hazard,0,0,18.631,25.726,20,35,1900,0,1.95,86.346,6.062,-4.244,0,7.4,1,0.087,0.644,0,0,0,18.631,1.95,7.4,11.098
5.725,hazard,0,0,18.315,25.715,20,35,1900,0,1.949,86.399,6.062,-4.244,0,7.4,1,0.086,0.645,0,0,0,18.315,1.95,7.4,11.124
5.733,hazard,0,0,17.998,25.704,20,35,1900,0,1.95,86.404,6.062,-4.244,0,7.4,1,0.097,0.68,0,0,0,17.998,1.95,7.4,11.149
5.742,hazard,0,0,17.681,25.692,20,35,1900,0,1.95,86.59,6.062,-4.244,0,7.4,1,0.083,0.676,0,0,0,17.681,1.95,7.4,11.175
5.75,hazard,0,0,17.365,25.681,20,35,1900,0,1.948,86.386,6.062,-4.244,0,7.4,1,0.12,0.722,0,0,0,17.365,1.95,7.4,11.2
5.758,hazard,0,0,17.048,25.67,20,35,1900,0,1.95,86.525,6.062,-4.244,0,7.4,1,0.111,0.716,0,0,0,17.048,1.95,7.4,11.226
5.767,hazard,0,0,16.731,25.659,20,35,1900,0,1.954,86.558,6.062,-4.244,0,7.4,1,0.119,0.751,0,0,0,16.731,1.95,7.4,11.251
5.775,hazard,0,0,16.415,25.648,20,35,1900,0,1.946,86.315,6.062,-4.244,0,7.4,1,0.104,0.761,0,0,0,16.415,1.95,7.4,11.276
5.783,hazard,0,0,16.098,25.638,20,35,1900,0,1.955,86.408,6.062,-4.244,0,7.4,1,0.086,0.759,0,0,0,16.098,1.95,7.4,11.301
5.792,hazard,0,0,15.781,25.627,20,35,1900,0,1.952,86.449,6.062,-4.244,0,7.4,1,0.083,0.798,0,0,0,15.781,1.95,7.4,11.326
5.8,hazard,0,0,15.465,25.616,20,35,1900,0,1.947,86.477,6.062,-4.244,0,7.4,1,0.089,0.81,0,0,0,15.465,1.95,7.4,11.351
5.808,hazard,0,0,15.148,25.606,20,35,1900,0,1.951,86.561,6.062,-4.244,0,7.4,1,0.105,0.801,0,0,0,15.148,1.95,7.4,11.375
5.817,hazard,0,0,14.831,25.595,20,35,1900,0,1.949,86.548,6.062,-4.244,0,7.4,1,0.095,0.82,0,0,0,14.831,1.95,7.4,11.4
